Rank,Title,Band,Country,Year,Compilation,Live,YearRank,DecadeRank,OverallRank,RankScore,AvgRating,NumRatings,AlbumID
753,How To Leave Town,Car Seat Headrest,us,2014,No,No,73,753,4031,348,79.251792908,81,70084
754,Stay Gold,First Aid Kit,se,2014,No,No,74,754,4041,347,74.243392944,80,59076
755,Kaleidoscope Dream,Miguel,us,2012,No,No,85,755,4051,346,76.286514282,97,31356
756,The Weight Of Your Love,Editors,uk,2013,No,No,93,756,4056,346,70.529563904,80,42163
757,Earl,Earl Sweatshirt,us,2010,No,No,74,757,4057,346,75.795822144,121,15208
758,Painting Of A Panic Attack,Frightened Rabbit,uk,2016,No,No,63,758,4059,346,74.719604492,34,96383
759,Down The Way,Angus +ACY- Julia Stone,au,2010,No,No,75,759,4061,345,74.230392456,73,9788
760,Heartland,Owen Pallett,ca,2010,No,No,76,760,4063,345,74.222122192,84,8363
761,Sea Of Cowards,The Dead Weather,us,2010,No,No,77,761,4067,345,75.618080139,148,10410
762,Painting With,Animal Collective,us,2016,No,No,64,762,4072,344,67.490867615,252,90699
763,Pleasure,Feist,ca,2017,No,No,76,763,4074,344,75.480491638,111,113942
764,EP's 1988+AC0-1991,My Bloody Valentine,un,2012,Yes,No,86,764,4078,344,83.735054016,151,23540
765,In Evening Air,Future Islands,us,2010,No,No,78,765,4083,343,77.941452026,47,12941
766,Cilvia Demo,Isaiah Rashad,us,2014,No,No,75,766,4094,342,79.768791199,67,55335
767,Chris,Christine And The Queens,fr,2018,No,No,68,767,4097,342,72.56703949,67,139066
768,Mechanical Bull,Kings Of Leon,us,2013,No,No,94,768,4107,341,69.087600708,150,47445
769,Control System,Ab+AC0-Soul,us,2012,No,No,87,769,4110,340,76.193695068,77,28204
770,Interstellar,Hans Zimmer,de,2014,No,No,76,770,4117,340,78.96661377,61,86175
771,Paralytic Stalks,of Montreal,us,2012,No,No,88,771,4127,339,69.424827576,81,21815
772,+ACI-Asunder, Sweet And Other Distress+ACI-,Godspeed You+ACE- Black Emperor,ca,2015,No,No,77,772,4129,339,73.876724243,230,78223
773,The Practice Of Love,Jenny Hval,no,2019,No,No,46,773,4137,338,75.034988403,67,156674
774,Nothing But Thieves,Nothing But Thieves,uk,2015,No,No,78,774,4141,337,78.265426636,50,88420
775,M3LL155X,FKA Twigs,uk,2015,No,No,79,775,4148,337,77.659561157,134,85602
776,Chuck Person's Eccojams Vol. 1,Chuck Person,us,2010,No,No,79,776,4152,337,73.845428467,31,41539
777,Fuck Off Get Free We Pour Light On Everything,Thee Silver Mt. Zion Memorial Orchestra,ca,2014,No,No,77,777,4153,337,73.497520447,129,53505
778,Talking Is Hard,Walk The Moon,us,2014,No,No,78,778,4155,336,66.470863342,36,71961
779,Egypt Station,Paul McCartney,uk,2018,No,No,69,779,4161,336,70.558677673,130,138137
780,Broken Machine,Nothing But Thieves,uk,2017,No,No,77,780,4175,335,80.597770691,53,122420
781,All Bitches Die,Lingua Ignota,us,2017,No,No,78,781,4179,334,77.087211609,32,126279
782,Kelly Lee Owens,Kelly Lee Owens,uk,2017,No,No,79,782,4182,334,74.90473175,68,112510
783,Hummingbird,Local Natives,us,2013,No,No,95,783,4189,333,71.726852417,149,35975
784,Hitchhiker,Neil Young,ca,2017,No,No,80,784,4191,333,79.266044617,110,118875
785,Plunge,Fever Ray,se,2017,No,No,81,785,4206,331,72.501609802,95,124340
786,Synthetica,Metric,ca,2012,No,No,89,786,4212,330,68.919776917,96,26365
787,The Heist,Macklemore +ACY- Ryan Lewis,us,2012,No,No,90,787,4213,330,67.301856995,131,31226
788,A Sufi And A Killer,Gonjasufi,us,2010,No,No,80,788,4228,327,76.312927246,73,9805
789,Pale Green Ghosts,John Grant,us,2013,No,No,96,789,4230,327,73.453933716,97,38076
790,The Front Bottoms,The Front Bottoms,us,2011,No,No,107,790,4236,327,78.096328735,28,42668
791,Simulation Theory,Muse,uk,2018,No,No,70,791,4238,326,64.632446289,147,139313
792,Phantom Thread,Jonny Greenwood,uk,2018,No,No,71,792,4239,326,77.213409424,131,128268
793,Rocket,(Sandy) Alex G,us,2017,No,No,82,793,4241,326,74.563827515,110,114567
794,Girls In Peacetime Want To Dance,Belle And Sebastian,uk,2015,No,No,80,794,4247,325,71.031570435,204,73592
795,Nepenthe,Julianna Barwick,us,2013,No,No,97,795,4250,325,73.85080719,66,45064
796,Murder Of The Universe,King Gizzard +ACY- The Lizard Wizard,au,2017,No,No,83,796,4252,325,72.808189392,171,113857
797,High As Hope,Florence  The Machine,uk,2018,No,No,72,797,4254,325,74.262619019,124,134915
798,The Defamation Of Strickland Banks,Plan B,uk,2010,No,No,81,798,4258,324,74.407279968,54,13651
799,The Family Tree: The Roots,Radical Face,us,2011,No,No,108,799,4259,324,77.656387329,23,19641
800,Strangeland,Keane,uk,2012,No,No,91,800,4266,323,65.476600647,90,25760
801,Aromanticism,Moses Sumney,us,2017,No,No,84,801,4269,323,77.047073364,89,119058
802,I Bet On Sky,Dinosaur Jr.,us,2012,No,No,92,802,4279,322,74.731964111,93,30418
803,The Unnatural World,Have A Nice Life,us,2014,No,No,79,803,4283,322,73.537528992,104,54638
804,Andrew McMahon In The Wilderness,Andrew McMahon In The Wilderness,us,2014,No,No,80,804,4284,322,71.537467957,21,87543
805,Street Halo / Kindred,Burial,uk,2012,Yes,No,93,805,4288,322,79.060035706,51,38859
806,Planetarium,Sufjan Stevens / Nico Muhly / Bryce Dessner / James McAlister,us,2017,No,No,85,806,4297,321,73.382507324,112,113546
807,Reputation,Taylor Swift,us,2017,No,No,86,807,4298,321,53.4465065,146,124839
808,Sucker,Charli XCX,uk,2014,No,No,81,808,4301,320,71.033279419,72,72134
809,Nobody Wants To Be Here And Nobody Wants To Leave,The Twilight Sad,uk,2014,No,No,82,809,4305,320,73.957756042,70,69169
810,Delta Machine,Depeche Mode,uk,2013,No,No,98,810,4307,320,68.769844055,190,38414
811,What We Saw From The Cheap Seats,Regina Spektor,un,2012,No,No,94,811,4308,320,71.783241272,71,26308
812,+ACI-Love, Fear And The Time Machine+ACI-,Riverside,pl,2015,No,No,81,812,4310,320,78.011207581,49,86372
813,Seeds,TV On The Radio,us,2014,No,No,83,813,4314,319,69.933280945,101,68915
814,Creep On Creepin' On,Timber Timbre,ca,2011,No,No,109,814,4319,318,74.963989258,55,17191
815,Lisbon,The Walkmen,us,2010,No,No,82,815,4324,318,75.169776917,95,12411
816,Lotta Sea Lice,Courtney Barnett +ACY- Kurt Vile,un,2017,No,No,87,816,4328,318,74.581428528,130,121959
817,Holding Hands With Jamie,Girl Band (IE),ie,2015,No,No,82,817,4333,317,75.969566345,35,87281
818,Gore,Deftones,us,2016,No,No,65,818,4344,316,70.772216797,112,96631
819,So There,Ben Folds,us,2015,No,No,83,819,4345,316,71.0206604,22,86123
820,Brill Bruisers,The New Pornographers,ca,2014,No,No,84,820,4346,316,74.930793762,99,66090
821,Slaughterhouse,Ty Segall Band,us,2012,No,No,95,821,4351,316,77.418457031,80,27642
822,We're Here Because We're Here,Anathema,uk,2010,No,No,83,822,4352,316,80.900939941,55,16255
823,Black Metal,Dean Blunt,uk,2014,No,No,85,823,4354,315,75.20753479,52,69790
824,Man It Feels Like Space Again,Pond,au,2015,No,No,84,824,4361,315,74.522636414,153,74603
825,The Devil Put Dinosaurs Here,Alice In Chains,us,2013,No,No,99,825,4371,314,69.433288574,102,41492
826,Jaime,Brittany Howard,us,2019,No,No,47,826,4372,314,75.779220581,64,156508
827,Flow State,Tash Sultana,au,2018,No,No,73,827,4377,313,80.083145142,23,139324
828,The Winter Of Mixed Drinks,Frightened Rabbit,uk,2010,No,No,84,828,4382,313,74.403709412,62,9372
829,The Sciences,Sleep,us,2018,No,No,74,829,4388,312,75.581283569,116,134310
830,Sound +ACY- Fury,Sturgill Simpson,us,2019,No,No,48,830,4395,311,74.292694092,64,158019
831,Half Free,U.S. Girls,us,2015,No,No,85,831,4399,311,76.756118774,59,87521
832,Floating Coffin,Thee Oh Sees,us,2013,No,No,100,832,4402,310,77.441703796,75,39345
833,Four,Bloc Party,uk,2012,No,No,96,833,4403,310,68.229743958,94,29412
834,Youth,Citizen,us,2013,No,No,101,834,4404,310,76.580032349,17,42652
835,Kiss Land,The Weeknd,ca,2013,No,No,102,835,4411,310,69.915626526,79,46611
836,American Band,Drive+AC0-By Truckers,us,2016,No,No,66,836,4412,309,73.835502625,66,103561
837,Belong,The Pains Of Being Pure At Heart,us,2011,No,No,110,837,4416,309,72.405448914,149,15379
838,PUP,Pup,ca,2013,No,No,103,838,4420,309,75.218887329,25,59467
839,Merrie Land,+ACI-The Good, The Bad +ACY- The Queen+ACI-,un,2018,No,No,75,839,4426,308,76.438179016,44,141459
840,Pageant Material,Kacey Musgraves,us,2015,No,No,86,840,4430,308,77.215202332,87,82363
841,El Objeto Antes Llamado Disco,Caf+//3//Q- Tacuba,mx,2012,No,No,97,841,4434,308,77.451248169,38,33328
842,Hug Of Thunder,Broken Social Scene,ca,2017,No,No,88,842,4439,307,75.471130371,123,117363
843,Fishing For Fishies,King Gizzard +ACY- The Lizard Wizard,au,2019,No,No,49,843,4440,307,74.612976074,166,150430
844,Lover,Taylor Swift,us,2019,No,No,50,844,4444,307,66.55846405,107,157796
845,Blak And Blu,+ACI-Gary Clark, Jr.+ACI-,us,2012,No,No,98,845,4448,307,73.827232361,73,31710
846,Blossoms,Blossoms,uk,2016,No,No,67,846,4453,307,74.647453308,26,101037
847,Gentle Spirit,Jonathan Wilson,us,2011,No,No,111,847,4460,306,78.479545593,32,18532
848,Bon Voyage,Melody's Echo Chamber,fr,2018,No,No,76,848,4461,306,75.655204773,79,134418
849,Tales Of Us,Goldfrapp,uk,2013,No,No,104,849,4468,305,76.063812256,64,47178
850,Ballads 1,Joji,un,2018,No,No,77,850,4470,305,69.864082336,44,141566
851,Sempiternal,Bring Me The Horizon,uk,2013,No,No,105,851,4475,304,67.983894348,73,39552
852,Rival Dealer,Burial,uk,2013,No,No,106,852,4480,304,77.960708618,128,52248
853,Barton Hollow,The Civil Wars,us,2011,No,No,112,853,4487,303,75.721374512,63,16191
854,Sex +ACY- Food,Unknown Mortal Orchestra,un,2018,No,No,78,854,4491,303,72.817481995,85,132805
855,High Hopes,Bruce Springsteen,us,2014,No,No,86,855,4493,303,66.943847656,178,53536
856,Wondrous Bughouse,Youth Lagoon,us,2013,No,No,107,856,4497,303,72.221481323,153,37372
857,2020,Richard Dawson,uk,2019,No,No,51,857,4515,301,76.470787048,72,157513
858,+//3//Q-IN,John Talabot,es,2012,No,No,99,858,4516,301,75.68547821,97,22641
859,Never Hungover Again,Joyce Manor,us,2014,No,No,87,859,4536,300,75.583267212,47,63230
860,Zaba,Glass Animals,uk,2014,No,No,88,860,4547,299,76.142051697,59,61674
861,Strange Cacti,Angel Olsen,us,2010,No,No,85,861,4551,298,76.826301575,38,52570
862,Parallax,Atlas Sound,us,2011,No,No,113,862,4559,298,75.119445801,97,19618
863,Hasta La Ra+//3//Q-z,Natalia Lafourcade,mx,2015,No,No,87,863,4563,298,78.065681458,62,77487
864,Becoming A Jackal,Villagers,ie,2010,No,No,86,864,4565,297,74.179763794,67,12357
865,Celebration Day,Led Zeppelin,uk,2012,No,Yes,100,865,4573,297,78.097389221,121,32967
866,Warpaint,Warpaint,us,2014,No,No,89,866,4574,296,71.172851562,153,53535
867,Niggas On The Moon: The Powers That B Disc 1,Death Grips,us,2014,No,No,90,867,4577,296,76.739463806,142,61657
868,Obsidian,Baths,us,2013,No,No,108,868,4579,296,74.007118225,84,41722
869,Ne+//3//Q- Wax Bloom,Iglooghost,uk,2017,No,No,89,869,4591,295,76.936416626,75,123094
870,Platform,Holly Herndon,us,2015,No,No,88,870,4594,295,70.207778931,76,79416
871,Invasion Of Privacy,Cardi B,us,2018,No,No,79,871,4595,295,65.253158569,121,133748
872,Tunes 2011+AC0-2019,Burial,uk,2019,Yes,No,52,872,4602,294,81.647460938,25,161195
873,Heritage,Opeth,se,2011,No,No,114,873,4609,294,73.527015686,108,18564
874,+ACI-By The Way, I Forgive You+ACI-,Brandi Carlile,us,2018,No,No,80,874,4613,293,74.139259338,45,130671
875,Halcyon,Ellie Goulding,uk,2012,No,No,101,875,4622,293,72.672203064,50,31105
876,The Albatross,Foxing,us,2013,No,No,109,876,4629,293,75.063362122,33,51450
877,American Teen,Khalid,us,2017,No,No,90,877,4632,292,68.957473755,46,111561
878,Carrie +ACY- Lowell Live,Sufjan Stevens,us,2017,No,Yes,91,878,4637,292,81.219306946,109,114709
879,Prequelle,Ghost (SE),se,2018,No,No,81,879,4645,291,75.143859863,80,134089
880,Forget,Xiu Xiu,us,2017,No,No,92,880,4656,290,75.979667664,105,108262
881,Masterpiece,Big Thief,us,2016,No,No,68,881,4663,289,78.297874451,57,97844
882,At Least For Now,Benjamin Clementine,uk,2015,No,No,89,882,4664,289,71.883865356,80,74613
883,Act IV: Rebirth In Reprise,The Dear Hunter,us,2015,No,No,90,883,4671,289,79.504600525,25,86565
884,Fade,Yo La Tengo,us,2013,No,No,110,884,4679,289,73.597389221,123,35300
885,Purple,Baroness,us,2015,No,No,91,885,4681,289,74.920272827,83,90951
886,Marrow Of The Spirit,Agalloch,us,2010,No,No,87,886,4684,288,76.369667053,56,21266
887,Konnichiwa,Skepta,uk,2016,No,No,69,887,4685,288,74.264793396,103,97571
888,Zonoscope,Cut Copy,au,2011,No,No,115,888,4689,288,73.434257507,135,13966
889,Girl With Basket Of Fruit,Xiu Xiu,us,2019,No,No,53,889,4691,288,71.846481323,118,144489
890,Is The Is Are,DIIV,us,2016,No,No,70,890,4696,288,72.277755737,161,92388
891,Strangers To Ourselves,Modest Mouse,us,2015,No,No,92,891,4700,287,69.681289673,267,75348
892,World Peace Is None Of Your Business,Morrissey,uk,2014,No,No,91,892,4701,287,69.043518066,97,62816
893,Last Night On Earth,Noah And The Whale,uk,2011,No,No,116,893,4704,287,66.594749451,93,14661
894,Superorganism,Superorganism,un,2018,No,No,82,894,4706,286,73.272148132,112,128358
895,Echoes Of Silence,The Weeknd,ca,2011,No,No,117,895,4711,286,77.014068604,111,21591
896,Odd Soul,Mutemath,us,2011,No,No,118,896,4717,285,76.370948792,43,19300
897,Nothing Is Wrong,Dawes,us,2011,No,No,119,897,4719,285,76.017837524,27,17139
898,The Weight Of These Wings,Miranda Lambert,us,2016,No,No,71,898,4723,285,74.218887329,25,105851
899,Designer,Aldous Harding,nz,2019,No,No,54,899,4730,285,74.921104431,84,149591
900,Birds In The Trap Sing McKnight,Travis Scott,us,2016,No,No,72,900,4734,285,70.681243896,106,102389
901,Nikki Nack,Tune+AC0-Yards,us,2014,No,No,92,901,4742,284,75.402770996,160,60012
902,18 Months,Calvin Harris,uk,2012,No,No,102,902,4745,284,70.775634766,46,31351
903,Black Origami,Jlin,us,2017,No,No,93,903,4749,284,72.126609802,92,115423
904,Israel Nash's Rain Plans,Israel Nash,us,2013,No,No,111,904,4750,284,77.160713196,19,49842
905,Government Plates,Death Grips,us,2013,No,No,112,905,4752,283,72.949180603,216,50619
906,Itekoma Hits,+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9- +AFs-Otoboke Beaver+AF0-,jp,2019,No,No,55,906,4760,283,74.689338684,79,153300
907,Endgame,Rise Against,us,2011,No,No,120,907,4770,282,73.661743164,60,29009
908,Low In High School,Morrissey,uk,2017,No,No,94,908,4773,282,70.5884552,56,122747
909,48:13,Kasabian,uk,2014,No,No,93,909,4782,282,67.558074951,124,61457
910,Oneirology,CunninLynguists,us,2011,No,No,121,910,4785,282,77.503250122,40,16789
911,Paper M+//3//Q-ch+//3//Q- Dream Balloon,King Gizzard +ACY- The Lizard Wizard,au,2015,No,No,93,911,4790,281,76.922805786,125,89969
912,Meshes Of Voice,Susanna / Jenny Hval,no,2014,No,No,94,912,4796,281,75.572975159,48,65899
913,Algiers,Algiers,us,2015,No,No,94,913,4797,281,74.975875854,89,81813
914,50 Song Memoir,The Magnetic Fields,us,2017,No,No,95,914,4799,281,74.544746399,84,108477
915,Antiphon,Midlake,us,2013,No,No,113,915,4801,281,76.321113586,45,50066
916,I Forget Where We Were,Ben Howard,uk,2014,No,No,95,916,4803,280,77.284942627,61,69138
917,Indie Cindy,Pixies,us,2014,No,No,96,917,4805,280,59.849819183,172,58447
918,From Kinshasa,Mbongwana Star,cd,2015,No,No,95,918,4807,280,75.191818237,56,80734
919,Love This Giant,David Byrne +ACY- St. Vincent,un,2012,No,No,103,919,4813,280,73.678337097,75,28673
920,Tron: Legacy (Original Motion Picture Soundtrack),Daft Punk,fr,2010,No,No,88,920,4814,280,69.290184021,107,13709
921,The Race For Space,Public Service Broadcasting,uk,2015,No,No,96,921,4817,280,72.712806702,26,76628
922,Hi This Is Flume,Flume,au,2019,No,No,56,922,4820,280,77.131660461,73,151061
923,Lonely Avenue,Ben Folds +ACY- Nick Hornby,un,2010,No,No,89,923,4845,278,75.351661682,26,12694
924,Life Is People,Bill Fay,uk,2012,No,No,104,924,4846,278,76.740036011,49,30544
925,The Ghosts Of Highway 20,Lucinda Williams,us,2016,No,No,73,925,4853,278,73.495033264,59,93118
926,II,Moderat,de,2013,No,No,114,926,4854,277,76.160400391,45,43715
927,Ryan Adams,Ryan Adams,us,2014,No,No,97,927,4859,277,76.467353821,79,67008
928,Hang,Foxygen,us,2017,No,No,96,928,4875,276,70.998207092,180,105134
929,Universal Themes,Sun Kil Moon,us,2015,No,No,97,929,4876,276,71.012184143,127,79619
930,The Social Network,Trent Reznor +ACY- Atticus Ross,un,2010,No,No,90,930,4887,275,76.968849182,67,14654
931,The Head And The Heart,The Head And The Heart,us,2010,No,No,91,931,4889,275,73.771018982,57,18868
932,American Football (2019),American Football,us,2019,No,No,57,932,4893,274,74.104324341,123,145259
933,Skelethon,Aesop Rock,us,2012,No,No,105,933,4899,274,76.822937012,73,28206
934,Past Life Martyred Saints,EMA,us,2011,No,No,122,934,4901,274,75.952758789,107,16070
935,Surf,Donnie Trumpet +ACY- The Social Experiment,us,2015,No,No,98,935,4902,274,71.934822083,120,81271
936,Le Noise,Neil Young,ca,2010,No,No,92,936,4904,274,71.153625488,120,16496
937,Civilian,Wye Oak,us,2011,No,No,123,937,4905,274,76.274765015,49,19040
938,Joyce Manor,Joyce Manor,us,2011,No,No,124,938,4908,273,75.156326294,39,20154
939,Evanescence,Evanescence,us,2011,No,No,125,939,4910,273,66.927848816,64,29014
940,The Party,Andy Shauf,ca,2016,No,No,74,940,4913,273,75.435806274,42,98392
941,Cults,Cults,us,2011,No,No,126,941,4917,272,72.720718384,142,16085
942,Con Todo El Mundo,Khruangbin,us,2018,No,No,83,942,4918,272,74.759178162,62,128520
943,Little Fictions,Elbow,uk,2017,No,No,97,943,4927,272,69.058898926,121,108470
944,Torres,Torres,us,2013,No,No,115,944,4936,271,75.779220581,65,36051
945,Returnal,Oneohtrix Point Never,us,2010,No,No,93,945,4941,271,74.711013794,51,19361
946,Product,SOPHIE,uk,2015,Yes,No,99,946,4947,270,73.752807617,48,87507
947,Another Language,This Will Destroy You,us,2014,No,No,98,947,4948,270,76.254737854,24,67970
948,Everything Not Saved Will Be Lost +AC0- Part 1,Foals,uk,2019,No,No,58,948,4964,270,75.722183228,149,146251
949,Don't Explain,Joe Bonamassa +ACY- Beth Hart,us,2011,No,No,127,949,4969,269,71.985862732,14,34390
950,More Life,Drake,ca,2017,No,No,98,950,4972,269,60.855026245,152,112693
951,Save Rock And Roll,Fall Out Boy,us,2013,No,No,116,951,4977,269,60.76902771,117,39972
952,FIDLAR,FIDLAR,us,2013,No,No,117,952,4978,269,73.704551697,71,36008
953,Splendor +ACY- Misery,Clipping.,us,2016,No,No,75,953,4982,268,74.527313232,69,102733
954,Cerulean,Baths,us,2010,No,No,94,954,4988,268,74.970397949,71,19392
955,Songs Of Experience,U2,ie,2017,No,No,99,955,4989,268,64.666595459,119,124593
956,Harmlessness,The World Is A Beautiful Place And I Am No Longer Afraid To Die,us,2015,No,No,100,956,4991,268,74.666603088,58,86448
957,Schmilco,Wilco,us,2016,No,No,76,957,4993,267,71.004379272,143,102001
958,Alps,Motorama,ru,2010,No,No,95,958,4994,267,75.383636475,24,34853
959,Mr. Misunderstood,Eric Church,us,2015,No,No,101,959,4996,267,74.559341431,18,89609
960,My Everything,Ariana Grande,us,2014,No,No,99,960,4997,267,64.678337097,75,66178
961,Freudian,Daniel Caesar,ca,2017,No,No,100,961,4998,267,74.638771057,39,121749
962,Dark Comedy,Open Mike Eagle,us,2014,No,No,100,962,5002,267,77.140007019,61,61965
963,World Psychedelic Classics 5: Who Is William Onyeabor?,William Onyeabor,ng,2013,Yes,No,118,963,5003,267,78.475212097,44,52462
964,Somewhere Else,Lydia Loveless,us,2014,No,No,101,964,5004,267,71.372924805,33,56246
965,Who Told You To Think+//3//f/9-?+//3//f/9-?+//3//f/9ACH//f/9//0AIf/9//3//Q-?+//3//f/9ACH//f/9//0-?+//3//f/9ACH//f/9//0-?+//3//f/9ACE-,Milo,us,2017,No,No,101,965,5006,267,76.289100647,58,119468
966,Matangi,M.I.A.,un,2013,No,No,119,966,5009,266,74.594146729,84,49805
967,Get Disowned,Hop Along,us,2012,No,No,106,967,5012,266,75.965705872,29,43306
968,Never Trust A Happy Song,Grouplove,us,2011,No,No,128,968,5022,266,73.299446106,60,21989
969,FROOT,Marina And The Diamonds,uk,2015,No,No,102,969,5023,266,77.059082031,53,77878
970,III,BADBADNOTGOOD,ca,2014,No,No,102,970,5034,265,77.329399109,77,58952
971,Joanne,Lady Gaga,us,2016,No,No,77,971,5040,265,66.846511841,117,103759
972,The Talkies,Girl Band (IE),ie,2019,No,No,59,972,5053,264,73.128639221,34,158959
973,California,Blink+AC0-182,us,2016,No,No,78,973,5055,263,62.42943573,94,99743
974,OutRun,Kavinsky,fr,2013,No,No,120,974,5057,263,76.059104919,36,37315
975,Lonesome Dreams,Lord Huron,us,2012,No,No,107,975,5058,263,75.960594177,24,30708
976,Dude Incredible,Shellac,us,2014,No,No,103,976,5063,263,74.864120483,44,67828
977,On The Line,Jenny Lewis,us,2019,No,No,60,977,5071,263,71.318901062,84,146512
978,Carrion Crawler/The Dream,Thee Oh Sees,us,2011,No,No,129,978,5073,263,77.109443665,60,23048
979,Short Movie,Laura Marling,uk,2015,No,No,103,979,5075,262,73.120895386,104,76669
980,Pale Communion,Opeth,se,2014,No,No,104,980,5080,262,74.847640991,72,61013
981,Coming Home,Leon Bridges,us,2015,No,No,104,981,5082,262,73.146865845,84,82511
982,The Octopus,Amplifier,uk,2011,No,No,130,982,5089,262,76.152549744,15,21372
983,Unknown Mortal Orchestra,Unknown Mortal Orchestra,un,2011,No,No,131,983,5092,262,74.305793762,88,16972
984,A Different Kind Of Fix,Bombay Bicycle Club,uk,2011,No,No,132,984,5104,261,72.378517151,73,18818
985,American Beauty/American Psycho,Fall Out Boy,us,2015,No,No,105,985,5106,261,56.32818985,120,73821
986,Hot Sauce Committee Part Two,Beastie Boys,us,2011,No,No,133,986,5110,260,71.210746765,147,16088
987,Cavalo,Rodrigo Amarante,br,2013,No,No,121,987,5112,260,74.919364929,19,48406
988,Anthem Of The Peaceful Army,Greta Van Fleet,us,2018,No,No,84,988,5119,260,64.460441589,87,139603
989,Shepherd In A Sheepskin Vest,Bill Callahan,us,2019,No,No,61,989,5123,260,74.210876465,70,153110
990,Looping State Of Mind,The Field,se,2011,No,No,134,990,5130,259,76.77306366,63,19344
991,The Blue Hour,Suede,uk,2018,No,No,85,991,5131,259,72.206108093,66,139225
992,Open Your Heart,The Men,us,2012,No,No,108,992,5147,258,74.453155518,108,23174
993,A Mulher Do Fim Do Mundo,Elza Soares,br,2015,No,No,106,993,5148,258,79.646179199,40,87582
994,Hot Dreams,Timber Timbre,ca,2014,No,No,105,994,5152,257,74.610359192,73,58637
995,New Brigade,Iceage,dk,2011,No,No,135,995,5153,257,75.544021606,99,16734
996,A Black Mile To The Surface,Manchester Orchestra,us,2017,No,No,102,996,5158,257,75.046661377,48,119917
997,Country Sleep,Night Beds,us,2013,No,No,122,997,5161,257,75.452201843,18,37784
998,Locked Down,Dr. John,us,2012,No,No,109,998,5177,256,76.946998596,53,23844
999,Mines,Menomena,us,2010,No,No,96,999,5182,256,74.715751648,51,13362
1000,Nothing Great About Britain,Slowthai,uk,2019,No,No,62,1000,5188,255,75.923439026,114,153792
100000,Err:509,,,,,,,,,,,,
